"MOD_NAME","ITM_NAME","PAG_NAME","DSCR","ITM_TYPE","FLD_LEN","DECML","ITM_REQUIRED","ITM_UNIQUE"
"OTHFEATPD","FEATNOLEVO","OTHFEATPD","Little or no response to levodopa","NUMBER","12","0","False","False"
"OTHFEATPD","FEATPOSHYP","OTHFEATPD","postural hypotension","NUMBER","12","0","False","False"
"OTHFEATPD","FEATPST3YR","OTHFEATPD","Postural instability or gait freezing in the first 3 years","NUMBER","12","0","False","False"
"OTHFEATPD","FEATPYRTCT","OTHFEATPD","Otherwise unexplained pyramidal tract signs","NUMBER","12","0","False","False"
"OTHFEATPD","FEATSBDERM","OTHFEATPD","Seborrheic dermatitis","NUMBER","12","0","False","False"
"OTHFEATPD","FEATSEXDYS","OTHFEATPD","sexual dysfunction","NUMBER","12","0","False","False"
"OTHFEATPD","FEATSHGAIT","OTHFEATPD","Shuffling gait","NUMBER","12","0","False","False"
"OTHFEATPD","FEATSTPPOS","OTHFEATPD","Stooped posture","NUMBER","12","0","False","False"
"OTHFEATPD","FEATSUGRBD","OTHFEATPD","Dream enactment suggestive of REM sleep behavior disorder","NUMBER","12","0","False","False"
"OTHFEATPD","FEATURNDYS","OTHFEATPD","urinary dysfunction","NUMBER","12","0","False","False"
"OTHFEATPD","FEATWDGAIT","OTHFEATPD","Wide based gait / cerebellar features","NUMBER","12","0","False","False"
"OTHFEATPD","INFODT","OTHFEATPD","Assessment Date","DATE","","","True","False"
"OTHFEATPD","LAST_UPDATE","OTHFEATPD","Date of most recent update to record","DATE","","","True","False"
"OTHFEATPD","ORIG_ENTRY","OTHFEATPD","Date of original data entry","DATE","","","True","False"
"OTHFEATPD","PAG_NAME","OTHFEATPD","Page Name","CHAR","12","","True","False"
"OTHFEATPD","PATNO","OTHFEATPD","Participant ID","NUMBER","18","0","True","False"
"OTHFEATPD","QUERY","OTHFEATPD","Any open/pending queries on this record","NUMBER","1","","False","False"
"OTHFEATPD","REC_ID","OTHFEATPD","Record ID","CHAR","36","","True","True"
"PATH_RESULTS","AD SEVERITY SCORE","","AD SEVERITY SCORE","CHAR","1","","",""
"PATH_RESULTS","AGE AT DEATH","","AGE AT DEATH","NUMBER","3","0","",""
"PATH_RESULTS","ARTAG LOCATION ","","ARTAG LOCATION ","CHAR","1","","",""
"PATH_RESULTS","ARTAG REGION ","","ARTAG REGION ","CHAR","1","","",""
"PATH_RESULTS","ARTAG SEVERITY","","ARTAG SEVERITY","CHAR","1","","",""
"PATH_RESULTS","ARTERIOLOSCLEROSIS","","ARTERIOLOSCLEROSIS","NUMBER","1","0","",""
"PATH_RESULTS","ATHEROSCLEROSIS, EXTENT","","ATHEROSCLEROSIS, EXTENT","CHAR","1","","",""
"PATH_RESULTS","ATHEROSCLEROSIS, MAX OCC ","","ATHEROSCLEROSIS, MAX OCC ","NUMBER","1","0","",""
"PATH_RESULTS","BRAAK FOR LB ","","BRAAK FOR LB ","NUMBER","2","0","",""
"PATH_RESULTS","BRAIN WEIGHT ","","BRAIN WEIGHT IN GRAMS","NUMBER","2","0","",""
"PATH_RESULTS","CAA","","CAA","NUMBER","1","0","",""
"PATH_RESULTS","CEREBRAL CORTICAL ATROPHY","","CEREBRAL CORTICAL ATROPHY","NUMBER","1","0","",""
"PATH_RESULTS","DATE SLIDES RECEIVED","","DATE SLIDES RECEIVED","DATE","8","","",""
"PATH_RESULTS","GCI","","GCI","CHAR","1","","",""
"PATH_RESULTS","HIPPOCAMPAL ATROPHY ","","HIPPOCAMPAL ATROPHY ","CHAR","1","","",""
"PATH_RESULTS","HIPPOCAMPUS SCLEROSIS, LEFT","","HIPPOCAMPUS SCLEROSIS, LEFT","NUMBER","1","0","",""
"PATH_RESULTS","HIPPOCAMPUS SCLEROSIS, RIGHT","","HIPPOCAMPUS SCLEROSIS, RIGHT","NUMBER","1","0","",""
"PATH_RESULTS","LATERAL VENTRICLE","","LATERAL VENTRICLE","NUMBER","2","0","",""
"PATH_RESULTS","LAY RESEARCH SUMMARY ","","PATHOLOGIST EVALUATION","CHAR","200","","",""
"PATH_RESULTS","LOCUS CERULEUS DEPIGMENTATION","","LOCUS CERULEUS DEPIGMENTATION","CHAR","1","","",""
"PATH_RESULTS","MVL CEREBRAL CORTEX","","MVL CEREBRAL CORTEX","NUMBER","1","0","",""
"PATH_RESULTS","MVL DEEP GRAY","","MVL DEEP GRAY","NUMBER","1","0","",""
"PATH_RESULTS","NIA-AA A SCORE","","NIA-AA A SCORE","NUMBER","1","0","",""
"PATH_RESULTS","NIA-AA B SCORE","","NIA-AA B SCORE","NUMBER","1","0","",""
"PATH_RESULTS","NIA-AA C SCORE","","NIA-AA C SCORE","NUMBER","1","0","",""
"PATH_RESULTS","OTHER GROSS LESIONS","","OTHER GROSS LESIONS","CHAR","1","","",""
"PATH_RESULTS","PATNO","","PATIENT NUMBER","NUMBER","6","0","",""
"PATH_RESULTS","POST MORTEM INTERVAL","","POST MORTEM INTERVAL","CHAR","1","","",""
"PATH_RESULTS","PREPARATION","","PREPARATION","CHAR","1","","",""
"PATH_RESULTS","SUBSTANTIA NIGRA DEPIGMENTATION","","SUBSTANTIA NIGRA DEPIGMENTATION","CHAR","1","","",""
"PATH_RESULTS","TDP-43","","TDP-43","NUMBER","1","0","",""
"PATIENT_STATUS","","","Participant Status","","","","",""
"PATIENT_STATUS","AV133STDY","","Participant in PPMI Clinical Early Imaging Sub-Study","NUMBER","1","","False","False"
"PATIENT_STATUS","COHORT","","Enrollment Cohort","NUMBER","12","0","True","False"
"PATIENT_STATUS","COHORT_DEFINITION","","Decoded Value for COHORT","TEXT","","","",""
"PATIENT_STATUS","COMMENTS","","Comments","TEXT","","","",""
"PATIENT_STATUS","CONCOHORT","","Cohort per Consensus Committee","NUMBER","2","0","",""
"PATIENT_STATUS","CONCOHORT_DEFINITION","","Decoded Value for CONCOHORT","TEXT","","","",""
"PATIENT_STATUS","CONDATE","","Date of Consensus Commmitte review","DATE","","","",""
"PATIENT_STATUS","CONGBA","","GBA Mutation per Consensus Committee","NUMBER","1","0","",""
"PATIENT_STATUS","CONHPSM","","Hyposmia / Generalized Risk per Consensus Committee","NUMBER","1","0","",""
"PATIENT_STATUS","CONLRRK2","","LRRK2 Mutation per Consensus Committee","NUMBER","1","0","",""
"PATIENT_STATUS","CONRBD","","RBD per Consensus Committee","NUMBER","1","0","",""
"PATIENT_STATUS","CONSNCA","","SNCA Mutation per Consensus Committee","NUMBER","1","0","",""
"PATIENT_STATUS","DIAG1","","First phenoconversion diagnosis ","TEXT","","","",""
"PATIENT_STATUS","DIAG1VIS","","First phenoconversion diagnosis visit","TEXT","","","",""
"PATIENT_STATUS","DIAG2","","Second phenoconversion diagnosis ","TEXT","","","",""
"PATIENT_STATUS","DIAG2VIS","","Second phenoconversion diagnosis visit","TEXT","","","",""
"PATIENT_STATUS","DIAG3","","Third phenoconversion diagnosis ","TEXT","","","",""
"PATIENT_STATUS","DIAG3VIS","","Third phenoconversion diagnosis visit","TEXT","","","",""
"PATIENT_STATUS","ENRLGBA","","GBA Mutation at Enrollment","NUMBER","1","","True","False"
"PATIENT_STATUS","ENRLHPSM","","Hyposmia / Generalized Risk at Enrollment","NUMBER","1","","True","False"
"PATIENT_STATUS","ENRLLRRK2","","LRRK2 Mutation at Enrollment","NUMBER","1","","True","False"
"PATIENT_STATUS","ENRLPINK1","","Pink1 Mutation at Enrollment","NUMBER","1","","True","False"
"PATIENT_STATUS","ENRLPRKN","","Parkin Mutation at Enrollment","NUMBER","1","","True","False"
"PATIENT_STATUS","ENRLRBD","","RBD at Enrollment","NUMBER","1","","True","False"
"PATIENT_STATUS","ENRLSNCA","","SNCA Mutation at Enrollment","NUMBER","1","","True","False"
"PATIENT_STATUS","ENRLSRDC","","Sporadic PD at Enrollment","NUMBER","1","","True","False"
"PATIENT_STATUS","ENROLL_AGE","","Age at Enrollment","NUMBER","3","1","",""
"PATIENT_STATUS","ENROLL_DATE","","Enrollment Date","DATE","","","False","False"
"PATIENT_STATUS","ENROLL_STATUS","","Enrollment Status","CHAR","13","","False","False"
"PATIENT_STATUS","INEXPAGE","","PPMI Clinical Inclusion/Criteria","CHAR","9","","False","False"
"PATIENT_STATUS","PATNO","","Participant ID","NUMBER","18","0","True","True"
"PATIENT_STATUS","PHENOCNV","","Phenoconversion status per Consensus Committee","NUMBER","1","0","",""
"PATIENT_STATUS","QUERY","","Any open/pending queries on this record","NUMBER","1","","False","False"
"PATIENT_STATUS","REC_ID","","Record ID","CHAR","36","","True","True"
"PATIENT_STATUS","STATUS_DATE","","Date Enrollment Status Occurred","DATE","","","False","False"
"PDDXHIST","","PDDXHIST","PD Diagnosis History","","","","",""
"PDDXHIST","CNO","PDDXHIST","Site Number","NUMBER","12","0","True","False"
"PDDXHIST","DOMSIDE","PDDXHIST","Side predominantly affected at onset","NUMBER","12","0","False","False"
"PDDXHIST","DXBRADY","PDDXHIST","Bradykinesia present at diagnosis?","NUMBER","12","0","False","False"
"PDDXHIST","DXOTHCM","PDDXHIST","Other symptoms comment","CHAR","","","False","False"
"PDDXHIST","DXOTHSX","PDDXHIST","Other symptom present at diagnosis?","NUMBER","1","","False","False"
"PDDXHIST","DXPOSINS","PDDXHIST","Postural instability present at dx?","NUMBER","12","0","False","False"
"PDDXHIST","DXRIGID","PDDXHIST","Rigidity present at diagnosis?","NUMBER","12","0","False","False"
"PDDXHIST","DXTREMOR","PDDXHIST","Resting Tremor present at diagnosis?","NUMBER","12","0","False","False"
"PDDXHIST","EVENT_ID","PDDXHIST","Visit ID","CHAR","3","","True","False"
"PDDXHIST","INFODT","PDDXHIST","Assessment Date","DATE","","","True","False"
"PDDXHIST","LAST_UPDATE","PDDXHIST","Date of most recent update to record","DATE","","","True","False"
"PDDXHIST","ORIG_ENTRY","PDDXHIST","Date of original data entry","DATE","","","True","False"
"PDDXHIST","PAG_NAME","PDDXHIST","Page Name","CHAR","12","","True","False"
"PDDXHIST","PATNO","PDDXHIST","Participant ID","NUMBER","18","0","True","False"
"PDDXHIST","PDDXDT","PDDXHIST","Date of Parkinson's disease diagnosis","DATE","","","False","False"
"PDDXHIST","QUERY","PDDXHIST","Any open/pending queries on this record","NUMBER","1","","False","False"
"PDDXHIST","REC_ID","PDDXHIST","Record ID","CHAR","36","","True","True"
"PDDXHIST","SXDT","PDDXHIST","Date of Symptom","DATE","","","False","False"
"PENEURO","","PENEURO","Neurological Exam","","","","",""
"PENEURO","CNCM","PENEURO","CN II-XII comment","CHAR","","","False","False"
"PENEURO","CNO","PENEURO","Site Number","NUMBER","12","0","True","False"
"PENEURO","CNRSP","PENEURO","CN II-XII assessment","NUMBER","12","0","False","False"
"PENEURO","CORDCM","PENEURO","Coordination comment","CHAR","","","False","False"
"PENEURO","CORDRSP","PENEURO","Coordination assessment","NUMBER","12","0","False","False"
"PENEURO","EVENT_ID","PENEURO","Visit ID","CHAR","3","","True","False"
"PENEURO","GAITCM","PENEURO","Gait comment","CHAR","","","False","False"
"PENEURO","GAITRSP","PENEURO","Gait assessment","NUMBER","12","0","False","False"
"PENEURO","INFODT","PENEURO","Assessment Date","DATE","","","True","False"
"PENEURO","LAST_UPDATE","PENEURO","Date of most recent update to record","DATE","","","True","False"
"PENEURO","MNTLCM","PENEURO","Mental Status comment","CHAR","","","False","False"
"PENEURO","MNTLRSP","PENEURO","Mental Status assessment","NUMBER","12","0","False","False"
"PENEURO","MTRCM","PENEURO","Motor Exam comment","CHAR","","","False","False"
"PENEURO","MTRRSP","PENEURO","Motor Exam assessment","NUMBER","12","0","False","False"
"PENEURO","ORIG_ENTRY","PENEURO","Date of original data entry","DATE","","","True","False"
"PENEURO","PAG_NAME","PENEURO","Page Name","CHAR","12","","True","False"
"PENEURO","PATNO","PENEURO","Participant ID","NUMBER","18","0","True","False"
"PENEURO","PLRLRSP","","Plantar - left","CHAR","1","","",""
"PENEURO","PLRRRSP","","Plantar - right","CHAR","1","","",""
"PENEURO","QUERY","PENEURO","Any open/pending queries on this record","NUMBER","1","","False","False"
"PENEURO","REC_ID","PENEURO","Record ID","CHAR","36","","True","True"
"PENEURO","RFLXCM","PENEURO","Reflexes comment","CHAR","","","False","False"
"PENEURO","RFLXRSP","PENEURO","Reflexes assessment","NUMBER","12","0","False","False"
"PENEURO","SENCM","PENEURO","Sensory Exam comment","CHAR","","","False","False"
"PENEURO","SENRSP","PENEURO","Sensory Exam assessment","NUMBER","12","0","False","False"
"PET_AV133_ACQUISITION","","","AV-133 PET Metadata","","","","",""
"PET_AV133_ACQUISITION","AV133_BATCH_NUMBER","","Radiopharmaceutical Batch Number","CHAR","","","",""
"PET_AV133_ACQUISITION","AV133_EMISS_SCAN_START_TIME","","Emission Scan Start Time","CHAR","5","","",""
"PET_AV133_ACQUISITION","AV133_EXPIRATION_DATE","","F-18-AV-133 Dose Expiration Date","DATE","8","","",""
"PET_AV133_ACQUISITION","AV133_EXPIRATION_TIME","","F-18-AV-133 Dose Expiration Time","CHAR","5","","",""
"PET_AV133_ACQUISITION","AV133_IMAGE_ACCEPTABLE","","Are the Images Acceptable for Submission to the Image Database?","CHAR","","","",""
"PET_AV133_ACQUISITION","AV133_INJECTION_SITE","","Injection Site","CHAR","","","",""
"PET_AV133_ACQUISITION","AV133_INJECTION_TIME","","Time of Injection","CHAR","5","","",""
"PET_AV133_ACQUISITION","AV133_INJECTION_VOLUME","","Volume of Injection","NUMBER","4","2","",""
"PET_AV133_ACQUISITION","AV133_INJECTION_VOLUME_UNIT","","Volume of Injection Unit of Measurement","CHAR","2","","",""
"PET_AV133_ACQUISITION","AV133_LIGAND","","Ligand","CHAR","10","","",""
"PET_AV133_ACQUISITION","AV133_PASS_QC","","Did the F-18-AV-133 Dose Pass QC?","CHAR","","","",""
"PET_AV133_ACQUISITION","AV133_SCANNER","","Scanner Manufacturer and Model","CHAR","","","",""
"PET_AV133_ACQUISITION","AV133_SCAN_DATE","","Date of Scan Acquisition ","DATE","8","","",""
"PET_AV133_ACQUISITION","AV133_SCAN_QUALITY_RATING","","Image Quality Rating as determined by Image Quality Control","CHAR","1","","",""
"PET_AV133_ACQUISITION","AV133_TOTAL_DOSE_CALC","","Decay Corrected Total Dose Calculation in MBQ","NUMBER","","3","",""
"PET_AV133_ACQUISITION","AV133_WEIGHT","","Weight","NUMBER","","2","",""
"PET_AV133_ACQUISITION","AV133_WEIGHT_UNIT","","Weight Unit of Measurement","CHAR","2","","",""
"PET_AV133_ACQUISITION","EVENT_ID","","Visit Identifier","CHAR","","","",""
"PET_AV133_ACQUISITION","PATNO","","Subject Number/Participant ID (4  5 or 6 digits)","CHAR","","","",""
"PET_AV133_ACQUISITION","PROTOCOL","","Protocol Identifier","CHAR","3","","",""
"PET_AV133_SBR","","","AV-133 PET Analysis","","","","",""
"PET_AV133_SBR","AV133_ANALYZED","","Was the scan able to be analyzed?","CHAR","","","",""
"PET_AV133_SBR","AV133_LCAUD_S","","Striatal Binding Ratio of the Left Caudate Small brain region of interest  referenced to the Occipital Lobe","NUMBER","4","2","",""
"PET_AV133_SBR","AV133_LPUTANT_S","","Striatal Binding Ratio of the Left Putamen Small brain region of interest  referenced to the Occipital Lobe","NUMBER","4","2","",""
"PET_AV133_SBR","AV133_LPUTPOST_S","","Striatal Binding Ratio of the Left Putamen Small brain region of interest  referenced to the Occipital Lobe","NUMBER","4","2","",""
"PET_AV133_SBR","AV133_NOT_ANALYZED_REASON","","If scan analyzed is No  the reason the scan was unable to be analyzed","CHAR","","","",""
"PET_AV133_SBR","AV133_OTHER_SPECIFY","","If reason scan not analyzed is Ã¢â‚¬ËœOTHERÃ¢â‚¬â„¢  the other specify reason the scan was not analyzed","CHAR","","","",""
"PET_AV133_SBR","AV133_RCAUD_S","","Striatal Binding Ratio of the Right Caudate Small brain region of interest  referenced to the Occipital Lobe ","NUMBER","4","2","",""
"PET_AV133_SBR","AV133_RPUTANT_S","","Striatal Binding Ratio of the Right Caudate Small brain region of interest  referenced to the Occipital Lobe ","NUMBER","4","2","",""
"PET_AV133_SBR","AV133_RPUTPOST_S","","Striatal Binding Ratio of the Right Putamen Small brain region of interest  referenced to the Occipital Lobe","NUMBER","4","2","",""
"PET_AV133_SBR","AV133_SCAN_DATE","","Scan Acquisition Date","DATE","8","","",""
"PET_AV133_SBR","EVENT_ID","","Visit Identifier","CHAR","","","",""
"PET_AV133_SBR","PATNO","","Subject Number/Participant ID (4  5 or 6 digits)","CHAR","","","",""
"PET_AV133_SBR","PROTOCOL","","Protocol Identifier","CHAR","3","","",""
"PQUEST","","PQUEST","Participant Motor Function Questionnaire","","","","",""
"PQUEST","ARMLGSHK","PQUEST","Do your arms or legs shake","NUMBER","12","0","False","False"
"PQUEST","CMPLBY2","PQUEST","Completed by","NUMBER","12","0","False","False"
"PQUEST","CNO","PQUEST","Site Number","NUMBER","12","0","True","False"
"PQUEST","EVENT_ID","PQUEST","Visit ID","CHAR","3","","True","False"
"PQUEST","FTSTUCK","PQUEST","Feet ever seem to get stuck to the floor","NUMBER","12","0","False","False"
"PQUEST","INFODT","PQUEST","Assessment Date","DATE","","","True","False"
"PQUEST","LAST_UPDATE","PQUEST","Date of most recent update to record","DATE","","","True","False"
"PQUEST","LSSXPRSS","PQUEST","Face seems less expressive","NUMBER","12","0","False","False"
"PQUEST","MVSLOW","PQUEST","Move more slowly than others your age","NUMBER","12","0","False","False"
"PQUEST","ORIG_ENTRY","PQUEST","Date of original data entry","DATE","","","True","False"
"PQUEST","PAG_NAME","PQUEST","Page Name","CHAR","12","","True","False"
"PQUEST","PATNO","PQUEST","Participant ID","NUMBER","18","0","True","False"
"PQUEST","POORBAL","PQUEST","Is your balance poor","NUMBER","12","0","False","False"
"PQUEST","QUERY","PQUEST","Any open/pending queries on this record","NUMBER","1","","False","False"
"PQUEST","REC_ID","PQUEST","Record ID","CHAR","36","","True","True"
"PQUEST","SHUFFLE","PQUEST","Do you shuffle your feet/take tiny steps","NUMBER","12","0","False","False"
"PQUEST","TOLDPD","PQUEST","Been told you have Parkinson's disease","NUMBER","12","0","False","False"
"PQUEST","TRBBUTTN","PQUEST","Do you have trouble buttoning buttons","NUMBER","12","0","False","False"
"PQUEST","TRBUPCHR","PQUEST","Trouble rising from a chair","NUMBER","12","0","False","False"
"PQUEST","VOICSFTR","PQUEST","Voice softer than it once was","NUMBER","12","0","False","False"
"PQUEST","WRTSMLR","PQUEST","Handwriting smaller than it once was","NUMBER","12","0","False","False"
"PREGNANC","","PREGNANC","Pregnancy Test","","","","",""
"PREGNANC","CNO","PREGNANC","Site Number","NUMBER","12","0","True","False"
"PREGNANC","CRLACTAT","","Currently lactating","CHAR","1","","",""
"PREGNANC","EVENT_ID","PREGNANC","Visit ID","CHAR","3","","True","False"
"PREGNANC","INFODT","PREGNANC","Assessment Date","DATE","","","True","False"
"PREGNANC","LAST_UPDATE","PREGNANC","Date of most recent update to record","DATE","","","True","False"
"PREGNANC","ORIG_ENTRY","PREGNANC","Date of original data entry","DATE","","","True","False"
"PREGNANC","PAG_NAME","PREGNANC","Page Name","CHAR","12","","True","False"
"PREGNANC","PATNO","PREGNANC","Participant ID","NUMBER","18","0","True","False"
"PREGNANC","PREGAPPL","PREGNANC","Participant is a female of childbearing potential","NUMBER","1","","False","False"
"PREGNANC","PREGPERF","PREGNANC","Urine pregnancy test","NUMBER","1","","False","False"
"PREGNANC","PREGPERFCM","PREGNANC","Urine pregnancy test not completed comment","CHAR","","","False","False"
"PREGNANC","PREGPRI","PREGNANC","Urine pregnancy test result before dose","NUMBER","12","0","False","False"
"PREGNANC","PREGPRICM","PREGNANC","No urine pregnancy test result before dose comment","CHAR","","","False","False"
"PREGNANC","PREGRSLT","PREGNANC","Urine pregnancy test result","NUMBER","1","","False","False"
"PREGNANC","PREGSPRI","","Serum Pregnancy test result before dose","CHAR","1","","",""
"PREGNANC","QUERY","PREGNANC","Any open/pending queries on this record","NUMBER","1","","False","False"
"PREGNANC","REC_ID","PREGNANC","Record ID","CHAR","36","","True","True"
"PRIMDXPD","","PRIMDXPD","Primary Clinical Diagnosis","","","","",""
"PRIMDXPD","CNO","PRIMDXPD","Site Number","NUMBER","12","0","True","False"
"PRIMDXPD","DXLVL","PRIMDXPD","Confidence in most likely primary diagnosis","NUMBER","12","0","False","False"
"PRIMDXPD","EVENT_ID","PRIMDXPD","Visit ID","CHAR","3","","True","False"
"PRIMDXPD","INFODT","PRIMDXPD","Assessment Date","DATE","","","True","False"
"PRIMDXPD","LAST_UPDATE","PRIMDXPD","Date of most recent update to record","DATE","","","True","False"
"PRIMDXPD","ORIG_ENTRY","PRIMDXPD","Date of original data entry","DATE","","","True","False"
"PRIMDXPD","OTHNEURO","PRIMDXPD","Other neurological disorder(s) (specify)","CHAR","","","False","False"
"PRIMDXPD","PAG_NAME","PRIMDXPD","Page Name","CHAR","12","","True","False"
"PRIMDXPD","PATNO","PRIMDXPD","Participant ID","NUMBER","18","0","True","False"
"PRIMDXPD","PRIMDIAG","PRIMDXPD","Most likely primary diagnosis","NUMBER","12","0","False","False"
"PRIMDXPD","QUERY","PRIMDXPD","Any open/pending queries on this record","NUMBER","1","","False","False"
"PRIMDXPD","REC_ID","PRIMDXPD","Record ID","CHAR","36","","True","True"
"PROELIG"," ","","Prodromal Cohort Eligibility","","","","",""
"PROELIG","LAST_UPDATE","","Date of most recent update to record","DATE","","","True","False"
"PROELIG","ORIG_ENTRY","","Date of original data entry","DATE","","","True","False"
